"Front","Back","Tags"
"<b>Bij vermogensaanpassing geldt:</b><br><br><b>A:</b> R_last = R_th<br><b>B:</b> R_last = 2×R_th<br><b>C:</b> R_last = 0.5×R_th<br><b>D:</b> R_last = 0<br>","<b>✅ CORRECT ANTWOORD: R_last = R_th</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>R_last = R_th</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>R_last = 2×R_th</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>R_last = 0.5×R_th</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>R_last = 0</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::vermogen;topic::vermogen;type::berekening;prioriteit::examen-kritisch"
"<b>R_th bereken je met:</b><br><br><b>A:</b> U_open / I_kort<br><b>B:</b> U_kort / I_open<br><b>C:</b> U_open × I_kort<br><b>D:</b> U_kort + I_open<br>","<b>✅ CORRECT ANTWOORD: U_open / I_kort</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>U_open / I_kort</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>U_kort / I_open</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>U_open × I_kort</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>U_kort + I_open</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","type::berekening;prioriteit::hoog"
"<b>Omrekenen van Thévenin naar Norton: I_N =</b><br><br><b>A:</b> U_th / R_th<br><b>B:</b> U_th × R_th<br><b>C:</b> R_th / U_th<br><b>D:</b> U_th + R_th<br>","<b>✅ CORRECT ANTWOORD: U_th / R_th</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 9 - Thévenin<br>
<b>📖 Holmes:</b> Hoofdstuk 3 §3.11<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
U_{th} serie met R_{th}<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: U_th × R_th</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: R_th / U_th</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: U_th + R_th</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","domain::netwerk-analyse;topic::thevenin;topic::norton;type::berekening;prioriteit::examen-kritisch"
"<b>Capacitieve reactantie bereken je met:</b><br><br><b>A:</b> X_C = 1/(2πfC)<br><b>B:</b> X_C = 2πfC<br><b>C:</b> X_C = 2πf/C<br><b>D:</b> X_C = C/(2πf)<br>","<b>✅ CORRECT ANTWOORD: X_C = 1/(2πfC)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 3 - Capacitieve reactantie<br>
<b>📖 Holmes:</b> Hoofdstuk 6 §6.7<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( X_C = \frac{1}{2\pi f C} \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: X_C = 2πfC</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: X_C = 2πf/C</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: X_C = C/(2πf)</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","topic::reactantie;type::berekening;prioriteit::hoog"
"<b>Inductieve reactantie bereken je met:</b><br><br><b>A:</b> X_L = 2πfL<br><b>B:</b> X_L = 1/(2πfL)<br><b>C:</b> X_L = 2πf/L<br><b>D:</b> X_L = L/(2πf)<br>","<b>✅ CORRECT ANTWOORD: X_L = 2πfL</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 3 - Inductieve reactantie<br>
<b>📖 Holmes:</b> Hoofdstuk 5 §5.8<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( X_L = 2\pi f L \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: X_L = 1/(2πfL)</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: X_L = 2πf/L</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: X_L = L/(2πf)</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","topic::reactantie;type::berekening;prioriteit::hoog"
"<b>Bij DC (f=0) gedraagt een spoel zich als:</b><br><br><b>A:</b> Kortsluiting (R=0)<br><b>B:</b> Open klem (R=∞)<br><b>C:</b> Weerstand<br><b>D:</b> Condensator<br>","<b>✅ CORRECT ANTWOORD: Kortsluiting (R=0)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Kortsluiting (R=0)</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Open klem (R=∞)</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Weerstand</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Condensator</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","topic::condensator;topic::spoel;type::berekening;prioriteit::hoog"
"<b>Bij DC (f=0) gedraagt een condensator zich als:</b><br><br><b>A:</b> Open klem (R=∞)<br><b>B:</b> Kortsluiting (R=0)<br><b>C:</b> Weerstand<br><b>D:</b> Spoel<br>","<b>✅ CORRECT ANTWOORD: Open klem (R=∞)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Open klem (R=∞)</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Kortsluiting (R=0)</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Weerstand</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Spoel</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","topic::condensator;topic::spoel;type::berekening;prioriteit::hoog"
"<b>Bij zeer hoge frequentie gedraagt een spoel zich als:</b><br><br><b>A:</b> Open klem (R=∞)<br><b>B:</b> Kortsluiting (R=0)<br><b>C:</b> Weerstand<br><b>D:</b> Condensator<br>","<b>✅ CORRECT ANTWOORD: Open klem (R=∞)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Open klem (R=∞)</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Kortsluiting (R=0)</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Weerstand</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Condensator</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","topic::condensator;topic::spoel;type::berekening;prioriteit::hoog"
"<b>Bij zeer hoge frequentie gedraagt een condensator zich als:</b><br><br><b>A:</b> Kortsluiting (R=0)<br><b>B:</b> Open klem (R=∞)<br><b>C:</b> Weerstand<br><b>D:</b> Spoel<br>","<b>✅ CORRECT ANTWOORD: Kortsluiting (R=0)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Kortsluiting (R=0)</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Open klem (R=∞)</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Weerstand</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Spoel</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","topic::condensator;topic::spoel;type::berekening;prioriteit::hoog"
"<b>Arbeidsfactor cos φ is altijd:</b><br><br><b>A:</b> ≤ 1<br><b>B:</b> ≥ 1<br><b>C:</b> = 1<br><b>D:</b> > 1<br>","<b>✅ CORRECT ANTWOORD: ≤ 1</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 6 - Arbeidsfactor<br>
<b>📖 Holmes:</b> Hoofdstuk 7 §7.8<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( \cos\varphi = \frac{P}{S} \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: ≥ 1</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: = 1</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: > 1</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","topic::arbeidsfactor;type::berekening;prioriteit::examen-kritisch"
"<b>Bij ster-schakeling geldt: U_lijn =</b><br><br><b>A:</b> √3 × U_fase<br><b>B:</b> U_fase / √3<br><b>C:</b> U_fase<br><b>D:</b> 3 × U_fase<br>","<b>✅ CORRECT ANTWOORD: √3 × U_fase</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 8 - Ster-schakeling<br>
<b>📖 Holmes:</b> Hoofdstuk 8 §8.5<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( U_{lijn} = \sqrt{3} \cdot U_{fase} \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: U_fase / √3</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: U_fase</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: 3 × U_fase</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","topic::ster-driehoek;type::berekening;prioriteit::hoog"
