Front,Back,Tags
<b>Hoofdstuk 1.9</b><br><br>Bepaal de spanningen U1 en U2 in deze schakeling:,"<b>Uitwerking:</b><br><br>Aanpak: spanningsdeling en U1 zal negatief zijn, zoals het getekend is:
Dan is al direct duidelijk dat 9 – 6 = 3V over R1 (50 Ω) staat. Omdat de polariteit van U1 tegenovergesteld is, moet het antwoord dus zijn U1 = -3 V.<br><i>Bron: Holmes Hoofdstuk 1.9, blz. 13</i>",uitwerkingen;holmes;basiswetten;niveau-gemiddeld;h1-9
<b>Hoofdstuk 1.9</b><br><br>Bereken de weerstand in dit netwerk:,"<b>Uitwerking:</b><br><br>Hier komt het er op aan dat je de juiste vergelijking met 1 onbekende opstelt.
Maar eenvoudiger is het als je doorziet dat over de 10||R gewoon dezelfde, makkelijk te berekenen spanning staat:
De spanningsval over 1 Ohm met 2A is 2V. Dus is de spanning over 10||R 10V.
Omdat de stroom door 10 Ohm dus 1A, moet de andere 1A door de R gaan, en is dus
R = 10 Ohm.<br><i>Bron: Holmes Hoofdstuk 1.9, blz. 13</i>",uitwerkingen;holmes;basiswetten;niveau-gemiddeld;h1-9
"<b>Hoofdstuk 1.9</b><br><br>Een schakeling bestaat uit een parallelschakeling van een weerstand van 5 kΩ en een onbekende weerstand Rx. In serie met deze schakeling staat nog een onbekende weerstand Ry. Als de totale schakeling aangesloten is op een 100 volt spanningsbron, moet de bron 10 mA leveren. De deelstroom door de weerstand van 5 kΩ moet dan 2 mA zijn.
Ontwerp deze schakeling:
Hint: pak dit probleem systematisch aan:
- analyse (lezen, schema, verwachting, formules)
- oplossingsmethode (maak een plan)
- uitwerking
- controle (klopt de uitkomst met de schatting?)","<b>Uitwerking:</b><br><br>Er zijn 3 verschillende benaderingen uitgewerkt. Kies voor jezelf een aanpak die je het makkelijkste ligt. Bij veel opgaven leiden meerdere wegen naar Rome…
De intuïtieve manier verloopt als volgt:
U over Rx = 2 mA x 5k = 10V. en I door Rx = 10-2=8mA
Rx = 10V/8 mA = 1250 Ohm.
U over Ry = 100V - 10V = 90V  Ry = 90V/10 mA = 9kOhm.
Dit is hier de snelste manier.
======
De meer analytische manier verloopt als volgt.
Vul bekende zaken in: dus U over Rx = 2 mA x 5k = 10V
Er zijn 2 eisen, dus er zijn dan nog 2 vergelijkingen met 2 onbekenden.
V1 = 100V = Ry.Iy + 10V = Ry.10 mV + 10 V (1)
It (door Rx) = 10 - 2 mA = 8 mA = Ux / Rx = 10/Rx. (2)
Uit (1) volgt 90V = Rx.10mV  Rx = 90/10k = 9k.
Uit (2) volgt Rx = 10V/8 mA = 1250 Ohm
Alternatieve aanpak:
Parallelweerstand berekenen, want ingangsstroom is 10 mA en stroom door andere weerstand is 2 mA. Daarna is serieweerstand te berekenen omdat totale weerstand te berekenen is omdat U=100 V en I = 10mA.
De spanning over de parallelschakeling is  en de stroom door Rx = 10 – 2 = 8 mA
[formule]
Dus
[formule]
Nu weten we ook dat de spanning over Ry gelijk is aan 100 – 10 = 90 V en dat de stroom erdoorheen 10 mA is. Dus moet de weerstand gelijk zijn aan:
Opgave 10, 11, 12 en 13:
De volgende vier vragen hebben alle betrekking op onderstaand netwerk.<br><i>Bron: Holmes Hoofdstuk 1.9, blz. 13</i>",uitwerkingen;holmes;basiswetten;netwerk-analyse;niveau-gemiddeld;h1-9
"<b>Hoofdstuk 1.9</b><br><br>In dit netwerk is de spanning over de weerstand Ra gelijk aan:
a:
[zie formule]
b:
[zie formule]
c:
[zie formule]
d:
[zie formule]","<b>Uitwerking:</b><br><br>In ieder geval loopt de stroom I1 volledig door de weerstand Ra, dus de spanning over de weerstand Ra is gelijk aan . Maar de stroom I1 komt wel binnen bij het min-teken van de spanning  waardoor er nog een min-teken voor gezet moet worden en het antwoord dus b: moet zijn:
[formule]
[formule]
[formule]<br><i>Bron: Holmes Hoofdstuk 1.9, blz. 13</i>",uitwerkingen;holmes;basiswetten;niveau-gemiddeld;h1-9;berekening
"<b>Hoofdstuk 1.9</b><br><br>In dit netwerk is de stroom door de weerstand Rb gelijk aan:
a:
[zie formule]
b:
[zie formule]
c:
[zie formule]
d:
[zie formule]","<b>Uitwerking:</b><br><br>Als we naar knooppunt A kijken dan volgt uit de stroomwet van Kirchhoff dat:
en de spanning over Rb gelijk is aan die over Rd. dus volgens de wet van Ohm blijkt dat:
[formule]
[formule]
Omdat we  moeten weten zetten we de laatste formule om naar  en vullen die in de eerste in:  dan wordt de eerste vergelijking:
[formule]
[formule]
[formule]
dus antwoord c: is juist
[formule]<br><i>Bron: Holmes Hoofdstuk 1.9, blz. 13</i>",uitwerkingen;holmes;basiswetten;kirchhoff;niveau-gemiddeld;h1-9;berekening;netwerk-analyse
"<b>Hoofdstuk 1.9</b><br><br>In dit netwerk is de stroom door de weerstand Rc gelijk aan:
a:
[zie formule]
b: )
[zie formule]
[zie formule]
c:
[zie formule]
d: )
[zie formule]
[zie formule]","<b>Uitwerking:</b><br><br>Over Rc staat gewoon de spanning U1. Dat betekent dat volgens de wet van Ohm moet gelden dat  dus antwoord a: is juist.
[formule]<br><i>Bron: Holmes Hoofdstuk 1.9, blz. 13</i>",uitwerkingen;holmes;basiswetten;niveau-gemiddeld;h1-9;berekening
"<b>Hoofdstuk 1.9</b><br><br>In dit netwerk is de stroom door de weerstand Rd gelijk aan:
a:
[zie formule]
b:
[zie formule]
c:
[zie formule]
d:
[zie formule]","<b>Uitwerking:</b><br><br>Als we naar knooppunt A kijken dan volgt uit de stroomwet van Kirchhoff dat:
=>  wat antwoord d: is.
[formule]
[formule]
Opgave 14, 15, 16 en 17:<br><i>Bron: Holmes Hoofdstuk 1.9, blz. 13</i>",uitwerkingen;holmes;basiswetten;kirchhoff;niveau-gemiddeld;h1-9;berekening;netwerk-analyse
"<b>Hoofdstuk 1.9</b><br><br>In dit netwerk is de spanning over de weerstand Ra gelijk aan:
a:
[zie formule]
b:
[zie formule]
c:
[zie formule]
d:
[zie formule]","<b>Uitwerking:</b><br><br>Omdat in serie met weerstand  een stroombron is geplaatst weet je zeker dat de stroom  door de weerstand  vloeit en is de spanning over  dus gelijk aan:
[formule]
[formule]
[formule]
[formule]
dus antwoord a: is het juiste antwoord.
[formule]<br><i>Bron: Holmes Hoofdstuk 1.9, blz. 13</i>",uitwerkingen;holmes;basiswetten;netwerk-analyse;niveau-gemiddeld;h1-9;berekening
"<b>Hoofdstuk 1.9</b><br><br>In dit netwerk is de stroom door de weerstand Rb gelijk aan:
a:
[zie formule]
b:
[zie formule]
c:
[zie formule]
d:
[zie formule]","<b>Uitwerking:</b><br><br>Over de weerstand  staat een spanning die gelijk is aan omdat dat een ideale spanningsbron is. Dus is de stroom , waarmee antwoord a: dus juist is.
[formule]
[formule]
[formule]
Andere oplossing is de superpositiemethode waarbij alle stroombronnen open zijn en allen de maas ,  overblijft.
[formule]
[formule]<br><i>Bron: Holmes Hoofdstuk 1.9, blz. 13</i>",uitwerkingen;holmes;basiswetten;kirchhoff;niveau-gevorderd;h1-9;berekening;netwerk-analyse
"<b>Hoofdstuk 1.9</b><br><br>In dit netwerk is de stroom door de weerstand Rc gelijk aan:
a:
[zie formule]
b:
[zie formule]
c: )
[zie formule]
d:
[zie formule]","<b>Uitwerking:</b><br><br>Aanpak: de stroomwet van Kirchhoff gebruiken op knooppunt B:
dus antwoord d: is juist.
[formule]<br><i>Bron: Holmes Hoofdstuk 1.9, blz. 13</i>",uitwerkingen;holmes;basiswetten;kirchhoff;niveau-gemiddeld;h1-9;berekening;netwerk-analyse
"<b>Hoofdstuk 1.9</b><br><br>In dit netwerk levert de spanningsbron U1 een stroom die gelijk is aan:
a:
[zie formule]
b: )
[zie formule]
[zie formule]
c: )
[zie formule]
[zie formule]
d: )
[zie formule]
[zie formule]","<b>Uitwerking:</b><br><br>Aanpak: de stroomwet van Kirchhoff gebruiken op knooppunt A:
=>
[formule]
[formule]
Dit is dus antwoord c: omdat  (zie ook opgave 15)
[formule]
)
[formule]
[formule]
Hieronder is een simulatie in MultiSim gemaakt met enkel waarden, zodat je de uitwerkingen van opgave 14 t/m 17 ook kunt controleren.<br><i>Bron: Holmes Hoofdstuk 1.9, blz. 13</i>",uitwerkingen;holmes;basiswetten;kirchhoff;niveau-gemiddeld;h1-9;berekening;netwerk-analyse
"<b>Hoofdstuk 3.11</b><br><br>Aanpak Ri bepalen: Norton: inwendige weerstand 2 weerstanden 10 kΩ in serie met omdat stroombron een oneindig hoge weerstand heeft; dus Ri = 10 + 10 = 20 kΩ.
Aanpak Ik bepalen: Norton: kortsluiten klemmen levert een parallelschakeling van de twee weerstanden op. Omdat de weerstanden gelijk zijn zal de 10 mA gelijk worden verdeeld over de twee takken en is
[zie formule]
Aanpak U0 bepalen: Norton vervangingsschema nemen en klemspanning berekenen:
Wet van ohm:
Dus totaal:
U0 = 100 V	Ik = 5 mA	Ri = 20 kΩ<br><br><img src='opgave_535.png' style='max-width:600px;'><br><img src='opgave_536.png' style='max-width:600px;'><br><img src='opgave_537.png' style='max-width:600px;'><br>","<b>Uitwerking:</b><br><br>Aanpak Ri bepalen: Thévenin: inwendige weerstand  10 Ω en 5 Ω parallel omdat beide spanningsbronnen kortsluitingen vormen; dus
[formule]
Aanpak U0 bepalen: Superpositie: eerst klemspanning berekenen ten gevolge van 10V met kortgesloten 40V: dat is een spanningsdeling:
Daarna klemspanning berekenen ten gevolge van 40V met kortgesloten 10V: dat is een spanningsdeling:
Dus de klemspanning
[formule]
Aanpak Ik bepalen: Thévenin vervangingsschema nemen en klemmen kortsluiten.
Wet van ohm:
Dus totaal:
U0 = 20 V	Ik = 6 A		Ri = 3,33 Ω
Een meer intuïtieve manier:
Ga uit van - en -   = 0V. Dan is er 30V verschil over + en +.
De R-deler 5/10 Ohm maakt daar 10 resp. 20V van.
Dus is Uth = 10V + 10V = 20V.
Ikortsluit = 10V/5 Ohm + 40V/10 Ohm = 2A + 4A = 6A.
Rth = 5 || 10 Ohm = 3,33 Ohm.
Een meer analytische benadering:
Je kunt ook netjes de maaswet toepassen. Dat moet als het ingewikkeld is. Bij simpele opgaven kun je het antwoord ""zo aflezen uit het schema"", zoals ik boven heb beredeneerd. Mits je de basics van circuits begrijpt. Snapt wat er gebeurt, dat stroom van + naar - loopt. En snapt wat een spanningsdeler is.
De maaswet berekening verloopt als volgt:
10V + 5.I + 10.I - 40V = 0.
15.I = 30V
I = 2A.
U5Ohm = 2A . 5 Ohm = 10V.
Uth = 10V + 10V = 20V.
Je moet dan nog een Thévenin schema tekenen met een Uth = 20V en Rth = 3,33 Ohm.
En een Norton schema met I = 6A en R = 3,33 Ohm. Die geeft zonder belasting ook netjes 20V.
De uitwendige karakteristiek is dan:
Bij vereenvoudigen gaat het er om dat je Uth, Ith en Rth berekent.
Het standaard recept is: bepaal U bij onbelast netwerk. Bepaal I bij kortsluiting. Of bepaal de R. Als je er 2 hebt, heb je ze alle drie. Dat levert je de Uth, Ith en Rth op.<br><br><b>Stappenplan & Berekeningen:</b><br><br><img src='opgave_624.png' style='max-width:600px;'><br><img src='opgave_625.png' style='max-width:600px;'><br><img src='opgave_626.png' style='max-width:600px;'><br><img src='opgave_627.png' style='max-width:600px;'><br><img src='opgave_628.png' style='max-width:600px;'><br><img src='opgave_629.png' style='max-width:600px;'><br><img src='opgave_630.png' style='max-width:600px;'><br><img src='opgave_631.png' style='max-width:600px;'><br><img src='opgave_632.png' style='max-width:600px;'><br><img src='opgave_633.png' style='max-width:600px;'><br><br><i>Bron: Holmes Hoofdstuk 3.11, blz. 41</i>",uitwerkingen;holmes;basiswetten;kirchhoff;thevenin-norton;netwerk-analyse;transformatoren;niveau-gevorderd;h3-11;berekening;netwerk-analyse;examen-kritisch
"<b>Hoofdstuk 3.11</b><br><br>Opgave 2.d
Je ""ziet"" daar vanuit de uitgang 10 Ohm || 10 Ohm = 5 Ohm.
Dus Rth = 5 Ohm.
Er zijn nu 2 oplossingen:
Je kunt nu eerst het rechterdeel (10 ohm en stroombron) vervangen/vereenvoudigen door een spanningsborn van 2.10 = 20V (+ boven) in serie met 10 Ohm.
Nu volgt (zie opgave a.) een spanningsdeler van 2 x 10 Ohm en een verschil van 20-5 = 15V. Dus over elke R 7,5. Dus Uth = 20-7,5 = 12,5V of Uth = 5+7,5=12,5V,
Tenslotte is Ith = 12,5/5 = 2,5A.
De meer analytische oplossing gaat als volgt:
Voor de linkermaas geldt: 5V - I1.10 - I2.10 = 0   (1)
En voor de knoop rechtsboven geldt: I1 - I2+ 2A = 0
Dus I1 = I2 - 2A.  Invullen in (1) levert
5 - 10.I2 + 20 - 10.I2 = 0
20 + 5 = 25A =  20. I2.
I2 = 25/20 = 1,25 A.
Dus I1 = - 0,75 A
Dus Uth = 5V - (-0,75 . 10 ) = 12,5V
of vanaf onder rechts geredeneerd:
Uth = I2.10 = 10 . 1,25 = 12,5V
Nu de kortsluitstroom: Die is 2A + 5V/10 Ohm = 2,5A
Nog een alternatief:
Aanpak Ri bepalen: Thévenin: door de stroombron is de linkertak alleen van belang voor de Ri en is de inwendige weerstand dus gelijk de parallelschakeling van de twee weerstanden van 10 Ω, dus 5 Ω.
Aanpak U0 bepalen: Superpositie: eerst klemspanning berekenen ten gevolge van 5V met open stroombron: dat is dus gelijk aan de spanningsdeling over twee gelijke weerstanden, dus de helft van de 5V :
[zie formule]
Daarna klemspanning berekenen ten gevolge van de stroombron van 2 A met kortgesloten 5V: omdat beide weerstanden gelijk zijn, zal de stroom dus ook gelijk verdeeld worden , dus 1 A door weerstand van 10 Ω (of de totale weerstand is 5 Ω waar 2 A door loopt), dus
.
[zie formule]
Dus de klemspanning
[zie formule]
Aanpak Ik bepalen: Thévenin vervangingsschema nemen en klemmen kortsluiten.
Wet van ohm:
Klopt ook met Norton equivalent (rechts)
[zie formule]
Dus totaal: 	U0 = 12,5 V	Ik = 2,5 A	Ri = 5 Ω","<b>Uitwerking:</b><br><br>Omdat in het boek geen referentienummers zijn aangegeven is hieronder het schema getekend in MultiSim (met de simulatie):
Opgave 2.e
Vervang eerst de 12 mA bron + 3 x R door Thévenin.
Rth = 3k || 3 k = 1k5.
I (door 1 k) = 5/6 x 12 mA = 10 mA en I (door 2+3k) =1/6 x 12 mA = 2 mA  Uth = 6V.
Twee Th bronnen van 1k5 met zelfde Rth parallel van -3V en +6V levert
Uth = 1,5V. Rth = 2,25k + (1k5 || 1k5) = 2,25k + 0,75k = 3k. En dat is het antwoord.
In Norton: In = 1,5V/3k = 0,5 mA. En dat is het Norton antwoord.
Alternatief:
Aanpak Ri bepalen: Thévenin: door de stroombron is de linkertak de weerstand gelijk aan
R3 // (R1 + R2), dus 3k // (2k + 1k), dus 3k // 3k = 1,5 k Ω. En deze staat weer parallel aan R4 (doordat V1 een inwendige weerstand van 0 heeft) en daardoor is de totale inwendige weerstand gelijk aan R5 + 1,5k // 1,5 k = 2,25 k + 0,75 k = 3 kΩ.
Aanpak U0 bepalen: Superpositie: eerst klemspanning berekenen ten gevolge van -3V met open stroombron: dat is dus gelijk aan de spanningsdeling over twee gelijke weerstanden van 1,5 kΩ, omdat de vervangingsweerstand van linkerdeel gelijk is aan 1,5 kΩ. Dus de helft van de -3V :
[formule]
Daarna klemspanning berekenen ten gevolge van de stroombron van 12 mA met kortgesloten 3V: daardoor staan R3 en R4 parallel wat een weerstand wordt van:
Deze  staat in serie met  zodat parallel aan  een weerstand van 2k + 1k = 3k staat.
[formule]
[formule]
[formule]
[formule]
Dat betekent dat ¼ van de stroom van de stroombron (12 mA) door de weerstand  en dus ook  loopt. En dat bepaalt de uitgangsspanning tussen de klemmen A en B. Kortom:
[formule]
[formule]
Dus de klemspanning
[formule]
Aanpak Ik bepalen: Thévenin vervangingsschema nemen en klemmen kortsluiten.
Wet van ohm:
Klopt ook met Norton equivalent (rechts)
[formule]
Dus totaal:	U0 = 1,5 V	Ik = 0,5 mA	Ri = 3 kΩ<br><i>Bron: Holmes Hoofdstuk 3.11, blz. 41</i>",uitwerkingen;holmes;basiswetten;kirchhoff;thevenin-norton;netwerk-analyse;niveau-gevorderd;h3-11;berekening;netwerk-analyse;examen-kritisch
<b>Hoofdstuk 3.11</b><br><br>Bepaal de stroom Ix in dit netwerk:,"<b>Uitwerking:</b><br><br>Aanpak: Omdat het in dit hoofdstuk gaat om Thévenin, zullen we dit dan ook maar volgens die methode gaan berekenen, dus eerst de weerstand waardoor Ix stroomt losknippen en een vervangingsschema tekenen en vervolgens de weerstand van 2k weer aansluiten als belasting.
[formule]
Aanpak Ri bepalen: Thévenin: inwendige weerstand zijn de  2 weerstanden R4 en R5 in serie met de vervangingsweerstand van R2 // (R1 + R3). Die laatste is dus 2kΩ // (1kΩ + 1kΩ) is dus 2kΩ // 2 kΩ en dus 1 kΩ. De totale inwendige weerstand is dan dus
Ri = R4 + R5 + Rv = 1 + 1+ 1= 3 kΩ.
Aanpak U0 bepalen: Thévenin: R4 en R5 bepalen niet de onbelaste spanning op de klemmen omdat er geen stroom loopt. Dus is de Thévenin-spanning  gelijk aan de spanning over R2 en die is de helft van de spanning V1 omdat R1 en R3 samen ook 2 kΩ is.
.
[formule]
Aanpak Ix bepalen: Thévenin vervangingsschema nemen en op de klemmen de weerstand van 2 kΩ aansluiten en de stroom berekenen.
Totale weerstand is gelijk aan Ri + R12 = 3kΩ + 2kΩ = 5 kΩ.
Wet van ohm:
(en dit klopt ook met de simulatie).
[formule]
Voor de volledigheid is ook het originele schema in MultiSim gesimuleerd, waaruit ook blijkt dat de gevraagde stroom gelijk is aan 2 mA.<br><i>Bron: Holmes Hoofdstuk 3.11, blz. 41</i>",uitwerkingen;holmes;basiswetten;thevenin-norton;netwerk-analyse;niveau-gevorderd;h3-11;examen-kritisch
