Front,Back,Tags
"Bereken de inductieve reactantie van een spoel L = 100mH bij frequentie f = 50Hz. Wat is het verschil met XL bij 60Hz?","<b>Formule:</b> \( X_L = 2\pi f L \)<br><br><b>Bij 50Hz:</b><br>\( X_L = 2\pi \cdot 50 \cdot 0.1 = 31.4 \text{ Ω} \)<br><br><b>Bij 60Hz:</b><br>\( X_L = 2\pi \cdot 60 \cdot 0.1 = 37.7 \text{ Ω} \)<br><br><b>Verschil:</b><br>37.7 - 31.4 = 6.3Ω toename (+20%)<br><br><b>Conclusie:</b> XL is recht evenredig met frequentie. Bij 20% hogere frequentie (50→60Hz) neemt XL ook 20% toe.<br><br><b>Antwoord:</b> 31.4Ω bij 50Hz; 37.7Ω bij 60Hz","inductie;reactantie;frequentie-afhankelijk;formule;niveau-basis;examen-kritisch;type-rekenen"
"Bereken het energieverbruik van een elektrisch verwarmingselement van 2000W dat 3,5 uur aanstaat. Geef antwoord in kWh en in Joule.","<b>Formule:</b> \( W = P \cdot t \)<br><br><b>Berekening in kWh:</b><br>\( W = 2 \text{ kW} \cdot 3.5 \text{ h} = 7 \text{ kWh} \)<br><br><b>Omrekening naar Joule:</b><br>1 kWh = 3.6 × 10⁶ J<br>\( W = 7 \cdot 3.6 \times 10^6 = 25.2 \times 10^6 \text{ J} = 25.2 \text{ MJ} \)<br><br><b>Praktijk:</b> 7 kWh × €0.30/kWh = €2.10 elektriciteitskosten<br><br><b>Antwoord:</b> 7 kWh of 25.2 MJ","energie;vermogen;tijd;eenheden;niveau-basis;type-rekenen"
"Een motor heeft een nuttig vermogen van 7.5kW bij een opgenomen vermogen van 10kW. Bereken het rendement in percentage.","<b>Formule:</b> \( \eta = \frac{P_{nuttig}}{P_{totaal}} \)<br><br><b>Berekening:</b><br>\( \eta = \frac{7.5}{10} = 0.75 = 75\% \)<br><br><b>Verlies:</b><br>Pverlies = Ptotaal - Pnuttig = 10 - 7.5 = 2.5kW (25%)<br><br><b>Alternatieve formule:</b><br>\( \eta = 1 - \frac{P_{verlies}}{P_{totaal}} = 1 - \frac{2.5}{10} = 0.75 \)<br><br><b>Interpretatie:</b> 75% van de energie wordt omgezet in mechanisch werk, 25% gaat verloren (warmte, wrijving).<br><br><b>Antwoord:</b> 75%","rendement;efficiëntie;vermogen;motor;niveau-basis;examen-kritisch;type-rekenen"
"Een driefasenmotor (symmetrisch) heeft cos φ = 0.75 en neemt 50kW op. Men wil cos φ verbeteren naar 0.92. Bereken het benodigde blindvermogen van de condensatorbank.","<b>Stap 1 - Huidige situatie:</b><br>\( S_1 = \frac{P}{\cos\phi_1} = \frac{50}{0.75} = 66.7 \text{ kVA} \)<br>\( \phi_1 = \cos^{-1}(0.75) = 41.4° \)<br>\( Q_1 = S_1 \sin\phi_1 = 66.7 \cdot 0.661 = 44.1 \text{ kvar} \)<br><br><b>Stap 2 - Gewenste situatie:</b><br>\( S_2 = \frac{P}{\cos\phi_2} = \frac{50}{0.92} = 54.3 \text{ kVA} \)<br>\( \phi_2 = \cos^{-1}(0.92) = 23.1° \)<br>\( Q_2 = S_2 \sin\phi_2 = 54.3 \cdot 0.392 = 21.3 \text{ kvar} \)<br><br><b>Stap 3 - Condensatorbank:</b><br>\( Q_c = Q_1 - Q_2 = 44.1 - 21.3 = 22.8 \text{ kvar} \)<br><br><b>Antwoord:</b> 23 kvar (afgerond)","blindvermogen;compensatie;cosphi;condensatorbank;driefase;niveau-gevorderd;examen-kritisch;type-rekenen"
"Bereken de weerstand van een koperkabel: lengte 250m (heen en terug = 500m effectief), doorsnede 35mm², ρ = 0.0178 Ωmm²/m.","<b>Formule:</b> \( R = \rho \frac{l}{A} \)<br><br><b>Gegeven:</b><br>- Effectieve lengte: l = 2 × 250 = 500m (heen én terug!)<br>- Doorsnede: A = 35mm²<br>- Soortelijke weerstand koper: ρ = 0.0178 Ωmm²/m<br><br><b>Berekening:</b><br>\( R = 0.0178 \cdot \frac{500}{35} = 0.0178 \cdot 14.29 = 0.254 \text{ Ω} \)<br><br><b>Let op:</b> Bij enkelfase telt heen EN terug!<br><br><b>Antwoord:</b> 0.254Ω","kabel;weerstand;soortelijke-weerstand;koper;niveau-basis;type-rekenen"
"In een schakeling met U1 = 12V en U2 = 9V moet spanning U3 berekend worden met Kirchhoff's maaswet. De spanningen werken tegen elkaar in. Bereken U3.","<b>Kirchhoff's maaswet:</b> \( \sum U = 0 \) in een gesloten lus<br><br><b>Kies maasrichting (met de klok mee):</b><br>+U1 + U3 + U2 = 0<br><br><b>Invullen:</b><br>+12 + U3 + 9 = 0<br>U3 = -(12 + 9) = -21V<br><br><b>Interpretatie:</b><br>Negatief teken betekent dat U3 tegengesteld staat aan de gekozen richting. De polariteit is omgekeerd.<br><br><b>Alternatief:</b> U3 moet U1 en U2 compenseren → grootte = 21V<br><br><b>Antwoord:</b> U3 = -21V (of 21V met omgekeerde polariteit)","kirchhoff;maaswet;spanning;KVL;polariteit;niveau-basis;examen-kritisch;type-rekenen"
"Voor een spoel geldt: stroom neemt af van 0.65A naar 0.25A in 300ms, geïnduceerde spanning = 800µV. Bereken de zelfinductie L.","<b>Formule:</b> \( u_L = -L \frac{di}{dt} \)<br><br><b>Herschrijven:</b><br>\( L = -u_L \cdot \frac{dt}{di} \)<br><br><b>Gegeven:</b><br>- Δi = 0.25 - 0.65 = -0.40A<br>- Δt = 300ms = 0.3s<br>- uL = 800µV = 0.0008V<br><br><b>Berekening:</b><br>\( L = -0.0008 \cdot \frac{0.3}{-0.4} = 0.0008 \cdot \frac{0.3}{0.4} = 0.0006 \text{ H} \)<br><br><b>Controle eenheden:</b> [V·s/A] = [H] ✓<br><br><b>Antwoord:</b> L = 0.6mH = 600µH","zelfinductie;inductie;coëfficiënt;formule;niveau-gemiddeld;type-rekenen"
"Twee impedanties parallel: Z1 = (10 - 20j)Ω, Z2 = (10 + 20j)Ω. Bereken Zv met complexe rekening.","<b>Formule parallel:</b> \( Z_v = \frac{Z_1 \cdot Z_2}{Z_1 + Z_2} \)<br><br><b>Teller (product):</b><br>\( Z_1 \cdot Z_2 = (10-20j)(10+20j) = 100 + 200j - 200j - 400j^2 \)<br>\( = 100 - 400(-1) = 100 + 400 = 500 \)<br><br><b>Noemer (som):</b><br>\( Z_1 + Z_2 = (10-20j) + (10+20j) = 20 + 0j = 20 \)<br><br><b>Resultaat:</b><br>\( Z_v = \frac{500}{20} = 25 \text{ Ω} \)<br><br><b>Opmerking:</b> Imaginaire delen vallen weg → puur reële impedantie. Z1 en Z2 zijn elkaars complex geconjugeerde!<br><br><b>Antwoord:</b> 25Ω (reëel)","complexe-rekening;impedantie;parallel;j-operator;niveau-gemiddeld;type-rekenen"
"Een symmetrische belasting in ster op 230V/400V netwerk trekt 30A fasestroom. Kabel: 35mm², 250m lang, ρ = 0.0178×10⁻⁶ Ωm. Check: spanningsverlies ≤ 2%?","<b>Stap 1 - Kabelweerstand per ader:</b><br>\( R_{ader} = \rho \frac{l}{A} = 0.0178 \times 10^{-6} \cdot \frac{250}{35 \times 10^{-6}} = 0.127 \text{ Ω} \)<br><br><b>Stap 2 - Spanningsverlies:</b><br>\( \Delta U = I_f \cdot R_{ader} = 30 \cdot 0.127 = 3.8 \text{ V} \)<br><br><b>Stap 3 - Maximum toegestaan:</b><br>\( \Delta U_{max} = 0.02 \cdot U_f = 0.02 \cdot 230 = 4.6 \text{ V} \)<br><br><b>Vergelijking:</b><br>3.8V < 4.6V → Voldoet ✓<br><br><b>Opmerking:</b> Bij symmetrie geen stroom door nulleider!<br><br><b>Antwoord:</b> Ja, voldoet aan 2%-norm","spanningsverlies;kabel;driefase;norm;niveau-gevorderd;examen-kritisch;type-rekenen"
"Bereken de vermogensdriehoek voor: P = 3.6kW, S = 4.5kVA. Bepaal Q en cos φ.","<b>Stap 1 - Blindvermogen Q:</b><br>\( S^2 = P^2 + Q^2 \)<br>\( Q = \sqrt{S^2 - P^2} = \sqrt{4.5^2 - 3.6^2} = \sqrt{20.25 - 12.96} = \sqrt{7.29} = 2.7 \text{ kvar} \)<br><br><b>Stap 2 - Arbeidsfactor:</b><br>\( \cos\phi = \frac{P}{S} = \frac{3.6}{4.5} = 0.8 \)<br><br><b>Controle:</b><br>\( \phi = \cos^{-1}(0.8) = 36.9° \)<br>\( \sin\phi = 0.6 \)<br>\( Q = S \sin\phi = 4.5 \cdot 0.6 = 2.7 \text{ kvar} \) ✓<br><br><b>Antwoord:</b> Q = 2.7 kvar, cos φ = 0.8","vermogensdriehoek;pythagoras;cosphi;blindvermogen;niveau-gemiddeld;examen-kritisch;type-rekenen"
"Bereken de resonantiefrequentie van een LC-kring met L = 10mH en C = 10µF. Wat gebeurt er met de impedantie bij resonantie in serie?","<b>Formule:</b> \( f_0 = \frac{1}{2\pi\sqrt{LC}} \)<br><br><b>Berekening:</b><br>\( f_0 = \frac{1}{2\pi\sqrt{0.01 \cdot 10 \times 10^{-6}}} = \frac{1}{2\pi\sqrt{10^{-7}}} = \frac{1}{2\pi \cdot 0.000316} = 503 \text{ Hz} \)<br><br><b>Bij resonantie (serie):</b><br>\( X_L = X_C \) (heffen elkaar op)<br>Z = R (minimaal!)<br><br><b>Praktisch:</b> Maximale stroom, filters doorlaten op f₀<br><br><b>Antwoord:</b> f₀ = 503Hz, Z minimaal (= R)","resonantie;LC-kring;frequentie;serie;niveau-gemiddeld;type-rekenen"
"Drie spanningsbronnen in serie: U1 = 12V, U2 = 5V, U3 = 9V. Wat is de totale spanning? Let op polariteit!","<b>Serie-schakeling spanningen:</b><br>Spanningen optellen, rekening houdend met polariteit<br><br><b>Alle bronnen in dezelfde richting:</b><br>Utotaal = U1 + U2 + U3 = 12 + 5 + 9 = 26V<br><br><b>Als U2 omgekeerd:</b><br>Utotaal = U1 - U2 + U3 = 12 - 5 + 9 = 16V<br><br><b>Als U2 en U3 omgekeerd:</b><br>Utotaal = U1 - U2 - U3 = 12 - 5 - 9 = -2V (netto tegengesteld)<br><br><b>Regel:</b> Let op + en - polen, sommeer algebraïsch<br><br><b>Antwoord:</b> 26V (zelfde richting) of variabel afhankelijk van polariteit","spanning;serie;spanningsbron;polariteit;niveau-basis;type-rekenen"
"Een generator in ster heeft |U10| = |U20| = |U30| = 400V (fasespanningen). Bereken de lijnspanningen |U12|, |U23|, |U31|.","<b>Formule:</b> \( U_{lijn} = \sqrt{3} \cdot U_{fase} \)<br><br><b>Berekening:</b><br>\( U_{lijn} = \sqrt{3} \cdot 400 = 1.732 \cdot 400 = 693 \text{ V} \)<br><br><b>Resultaat:</b><br>|U12| = |U23| = |U31| = 693V<br><br><b>Waarom √3?</b><br>Lijnspanning is vectorverschil tussen twee fasespanningen die 120° uit fase zijn:<br>\( U_{12} = U_1 - U_2 \)<br><br><b>Fasehoek:</b> Lijnspanningen lopen 30° voor op bijbehorende fasespanning.<br><br><b>Antwoord:</b> 693V","driefase;ster;lijnspanning;fasespanning;generator;niveau-gemiddeld;examen-kritisch;type-rekenen"
"Bereken de koppelfactor k tussen twee spoelen met L1 = 100mH, L2 = 400mH en wederzijdse inductie M = 150mH.","<b>Formule:</b> \( M = k\sqrt{L_1 \cdot L_2} \)<br><br><b>Herschrijven:</b><br>\( k = \frac{M}{\sqrt{L_1 \cdot L_2}} \)<br><br><b>Berekening:</b><br>\( k = \frac{0.15}{\sqrt{0.1 \cdot 0.4}} = \frac{0.15}{\sqrt{0.04}} = \frac{0.15}{0.2} = 0.75 \)<br><br><b>Interpretatie:</b><br>- k = 0.75 = 75% koppeling<br>- k = 1: perfecte koppeling (ideale transformator)<br>- k = 0: geen koppeling<br><br><b>Spreiding:</b> σ = 1 - k² = 1 - 0.75² = 0.44 (44% lekflux)<br><br><b>Antwoord:</b> k = 0.75","koppelfactor;wederzijdse-inductie;spoelen;transformator;niveau-gemiddeld;type-rekenen"
"Een serieschakeling heeft R = 100Ω en R2 = 100Ω met totale spanning U = 12V. Bereken U1 over R1 met spanningsdeling.","<b>Formule spanningsdeling:</b><br>\( U_1 = \frac{R_1}{R_1 + R_2} \cdot U \)<br><br><b>Berekening:</b><br>\( U_1 = \frac{100}{100 + 100} \cdot 12 = \frac{100}{200} \cdot 12 = 0.5 \cdot 12 = 6 \text{ V} \)<br><br><b>Controle:</b><br>\( U_2 = \frac{R_2}{R_1 + R_2} \cdot U = \frac{100}{200} \cdot 12 = 6 \text{ V} \)<br>U1 + U2 = 6 + 6 = 12V ✓<br><br><b>Opmerking:</b> Bij gelijke weerstanden: spanning verdeelt zich gelijkmatig.<br><br><b>Antwoord:</b> 6V","spanningsdeling;serie;weerstand;formule;niveau-basis;type-rekenen"
"Wat is complex geconjugeerde van Z = (10 + 20j)Ω en waarvoor wordt dit gebruikt in vermogensberekening?","<b>Complex geconjugeerde:</b><br>\( Z^* = (10 - 20j) \text{ Ω} \)<br><br><b>Regel:</b> Verander teken van imaginair deel (j → -j)<br><br><b>Toepassing vermogen:</b><br>\( \underline{S} = \underline{U} \cdot \underline{I}^* \)<br><br><b>Waarom geconjugeerde?</b><br>- Reëel deel van S = werkzaam vermogen P<br>- Imaginair deel van S = blindvermogen Q<br>- Zonder * zou teken van Q fout zijn<br><br><b>Voorbeeld:</b><br>U = 230∠0°, I = 10∠-30°<br>S = 230 × 10∠(0-(-30)) = 2300∠30°<br>P = 2300·cos(30°) = 1992W<br>Q = 2300·sin(30°) = 1150var<br><br><b>Antwoord:</b> (10 - 20j)Ω; zorgt voor correcte P en Q","complex-geconjugeerde;vermogen;impedantie;fase;niveau-gemiddeld;type-rekenen"
"Zonnepanelen: 120 panelen × 2m² × 140kWh/m²·jaar = ? Jaarverbruik 40MWh. Hoeveel extra panelen nodig?","<b>Stap 1 - Huidige opbrengst:</b><br>Oppervlak = 120 × 2 = 240m²<br>Opbrengst = 240 × 140 = 33,600kWh = 33.6MWh<br><br><b>Stap 2 - Tekort:</b><br>Tekort = 40 - 33.6 = 6.4MWh = 6400kWh<br><br><b>Stap 3 - Extra oppervlak:</b><br>Nodig = 6400 / 140 = 45.7m² → afronden naar 46m²<br><br><b>Stap 4 - Aantal panelen:</b><br>Per paneel = 2m²<br>Aantal extra = 46 / 2 = 23 panelen<br><br><b>Controle:</b> (120+23) × 2 × 140 = 40,040kWh ≥ 40MWh ✓<br><br><b>Antwoord:</b> 23 extra panelen","energietechniek::praktijk::energie;zonne-energie;energie-berekening;praktijk;niveau-gemiddeld;type-rekenen"
"Bereken impedantie transformatie: n = 5 (wikkelverhouding), Z2 = 8Ω (secundair). Wat is Z1 (primair)?","<b>Formule:</b> \( n^2 = \frac{Z_1}{Z_2} \)<br><br><b>Herschrijven:</b><br>\( Z_1 = n^2 \cdot Z_2 \)<br><br><b>Berekening:</b><br>\( Z_1 = 5^2 \cdot 8 = 25 \cdot 8 = 200 \text{ Ω} \)<br><br><b>Interpretatie:</b><br>Een 8Ω luidspreker aan secundaire zijde 'ziet' de versterker als 200Ω impedantie. Dit wordt gebruikt voor impedantie-aanpassing.<br><br><b>Algemene regel:</b> Impedantie schaalt met kwadraat van wikkelverhouding.<br><br><b>Antwoord:</b> 200Ω","transformator;impedantie-transformatie;wikkelverhouding;aanpassing;niveau-gemiddeld;type-rekenen"
"Drie weerstanden in serie: R1 = 10Ω, R2 = 20Ω, R3 = 30Ω. Totale stroom I = 2A. Bereken spanning over elke weerstand en totale spanning.","<b>Wet van Ohm per weerstand:</b><br>U1 = I × R1 = 2 × 10 = 20V<br>U2 = I × R2 = 2 × 20 = 40V<br>U3 = I × R3 = 2 × 30 = 60V<br><br><b>Totale spanning:</b><br>Utot = U1 + U2 + U3 = 20 + 40 + 60 = 120V<br><br><b>Controle met Rv:</b><br>Rv = R1 + R2 + R3 = 10 + 20 + 30 = 60Ω<br>Utot = I × Rv = 2 × 60 = 120V ✓<br><br><b>Opmerking:</b> In serie is stroom overal gelijk (2A), spanningen verschillen.<br><br><b>Antwoord:</b> 20V, 40V, 60V; totaal 120V","serie;weerstand;wet-van-ohm;spanning;niveau-basis;type-rekenen"
"Een RC-serie schakeling heeft R = 100Ω, C = 10µF op f = 50Hz. Bereken totale impedantie |Z| en fasehoek φ.","<b>Stap 1 - Capacitieve reactantie:</b><br>\( X_C = \frac{1}{2\pi f C} = \frac{1}{2\pi \cdot 50 \cdot 10 \times 10^{-6}} = 318 \text{ Ω} \)<br><br><b>Stap 2 - Complexe impedantie:</b><br>\( Z = R - jX_C = 100 - 318j \)<br><br><b>Stap 3 - Modulus:</b><br>\( |Z| = \sqrt{R^2 + X_C^2} = \sqrt{100^2 + 318^2} = \sqrt{10000 + 101124} = 333 \text{ Ω} \)<br><br><b>Stap 4 - Fasehoek:</b><br>\( \phi = -\tan^{-1}\left(\frac{X_C}{R}\right) = -\tan^{-1}\left(\frac{318}{100}\right) = -72.5° \)<br><br><b>Interpretatie:</b> Spanning ijlt 72.5° achter op stroom (capacitief)<br><br><b>Antwoord:</b> |Z| = 333Ω, φ = -72.5°","RC-kring;impedantie;fasehoek;serie;niveau-gevorderd;type-rekenen"
"Bereken de maximale stroom die een 2.5mm² koperkabel mag voeren als maximale weerstand 0.5Ω is bij lengte 50m (heen en terug). ρ = 0.0178 Ωmm²/m.","<b>Gegeven controle:</b><br>R = ρ·l/A = 0.0178 × 100 / 2.5 = 0.712Ω<br><br><b>Dit is > 0.5Ω!</b> Kabel is te dun of te lang.<br><br><b>Minimale doorsnede nodig:</b><br>\( A = \rho \frac{l}{R_{max}} = 0.0178 \cdot \frac{100}{0.5} = 3.56 \text{ mm}^2 \)<br><br>→ Kies standaard 4mm²<br><br><b>Bij 4mm²:</b><br>\( R = 0.0178 \cdot \frac{100}{4} = 0.445 \text{ Ω} \) < 0.5Ω ✓<br><br><b>Conclusie:</b> 2.5mm² voldoet niet, minimaal 4mm² nodig.<br><br><b>Antwoord:</b> Kabel te dun; 4mm² vereist","kabel;aderdikte;weerstand;dimensionering;niveau-gevorderd;examen-kritisch;type-rekenen"
"Thévenin equivalent bepalen: Uo = 6V (open klem), Ik = 0.5A (kortsluit). Bereken Rth en stroom door Rload = 10Ω.","<b>Stap 1 - Thévenin weerstand:</b><br>\( R_{th} = \frac{U_o}{I_k} = \frac{6}{0.5} = 12 \text{ Ω} \)<br><br><b>Stap 2 - Thévenin model:</b><br>Spanningsbron Uth = 6V in serie met Rth = 12Ω<br><br><b>Stap 3 - Stroom door belasting:</b><br>\( I_{load} = \frac{U_{th}}{R_{th} + R_{load}} = \frac{6}{12 + 10} = \frac{6}{22} = 0.273 \text{ A} \)<br><br><b>Stap 4 - Vermogen in Rload:</b><br>\( P_{load} = I^2 \cdot R_{load} = 0.273^2 \cdot 10 = 0.745 \text{ W} \)<br><br><b>Antwoord:</b> Rth = 12Ω, I = 0.273A","thevenin;equivalent;netwerk-vereenvoudiging;niveau-gemiddeld;examen-kritisch;type-rekenen"
